event_id,state,event_ym,mw_before,mw_end,pct_window,n_steps,post_avg,pre_avg,weight
2,Alaska,2003-01,5.65,7.15,0.2654867256637168,1,0.022802330434537804,-0.005802715884295151,0.001772235358098293
3,Alaska,2010-01,7.25,7.75,0.0689655172413792,1,-0.0004906154050947631,-0.053069598222487774,0.0016759244632066532
4,Alaska,2015-01,7.75,9.84,0.2696774193548388,2,-0.01870631062636105,0.053326367732118546,0.0019035505285979416
5,Alaska,2024-01,10.85,13.0,0.1981566820276499,2,0.0037134883206353573,-0.09574309351488702,0.0014299926299469552
6,Arizona,2007-01,5.15,7.25,0.4077669902912619,2,-0.054350696150078884,-0.002357555291149338,0.014167888604788145
7,Arizona,2017-01,8.05,12.0,0.4906832298136645,3,-0.0244044102918744,-0.0400697009187195,0.015799024597410453
8,Arkansas,2006-10,5.15,7.25,0.4077669902912619,2,0.0016758736086589093,-0.009439340963846882,0.006310077633007945
9,Arkansas,2016-01,7.5,9.25,0.2333333333333334,3,0.05146957171084897,0.012674339931219913,0.006048903809921448
11,California,2007-01,6.75,8.0,0.1851851851851851,2,0.0004313781428502972,0.026544984573696667,0.08625180117619435
12,California,2014-07,8.0,11.0,0.375,3,0.04109885899339945,0.01475572749258014,0.09548113509876402
13,Colorado,2007-01,5.15,7.25,0.4077669902912619,1,-0.04161368410544003,0.0013428140517623421,0.00975529657800755
14,Colorado,2017-01,8.31,12.0,0.4440433212996388,4,0.036715204580775776,0.0019119655742463049,0.008979240318772718
16,Connecticut,2014-01,8.25,10.1,0.2242424242424241,3,-0.0024504877536702246,0.05749680325728343,0.009377125890190038
18,Delaware,2007-01,6.15,7.25,0.178861788617886,2,-0.07977718682652742,-0.06033685294292698,0.002123537063437944
19,Delaware,2014-06,7.25,8.25,0.1379310344827586,2,-1.4043715112405097e-05,-0.0012930538332984465,0.002249886453284308
20,Delaware,2019-01,8.25,10.5,0.2727272727272727,3,-0.0724820646113433,-0.06937315678459641,0.0019532130279747008
22,District of Columbia,2005-01,6.15,7.55,0.2276422764227641,3,-0.057615754611898974,-0.09837813371151012,0.0010431296641121583
23,District of Columbia,2014-07,8.25,12.5,0.5151515151515151,4,-0.010756478063358402,0.025015597858357247,0.0008723384689197095
24,Florida,2005-06,5.15,7.21,0.3999999999999999,2,-0.03249945936279372,-0.035026078696433705,0.035485563483447446
25,Florida,2021-10,8.56,13.0,0.5186915887850467,4,0.016810072480515595,0.008381186885169284,0.03907141775696374
26,Hawaii,2002-01,5.25,6.25,0.1904761904761904,2,0.049278069623631876,-0.03755691401775707,0.003001347539475708
27,Hawaii,2015-01,7.25,10.1,0.3931034482758619,4,0.01619755915541886,-0.05574250614426099,0.0029554159137231257
28,Hawaii,2022-10,10.1,14.0,0.3861386138613862,2,0.030619592906479993,-0.001266360092388813,0.003020035349115133
29,Illinois,2004-01,5.15,7.5,0.4563106796116503,3,0.007871584166803919,-0.019543427771947175,0.02678515430524257
30,Illinois,2020-01,8.25,13.0,0.5757575757575757,5,0.03841184055295521,0.059150204016982844,0.02741202539644754
32,Iowa,2007-04,5.15,7.25,0.4077669902912619,2,-0.013039816702236542,-0.03601079564401008,0.007060238712277846
33,Kentucky,2007-07,5.15,7.25,0.4077669902912619,3,0.014162214369821013,-0.03183398489342806,0.009466690177076034
35,Maine,2002-01,5.15,6.5,0.2621359223300969,2,0.029417750540657372,-0.005842789571312512,0.0031187463015960285
36,Maine,2017-01,7.5,12.0,0.6000000000000001,4,-0.006411149777938427,0.03229496123013301,0.002478984981377497
37,Maryland,2007-01,5.15,7.25,0.4077669902912619,3,-0.04510666477583755,-0.05578615513571772,0.0115380058688244
38,Maryland,2015-01,7.25,10.1,0.3931034482758619,4,0.09438449833694328,0.05049666537475586,0.011651575306577988
40,Massachusetts,2007-01,6.75,8.0,0.1851851851851851,2,0.027925256657210976,0.015048871766337651,0.014843896224355568
41,Massachusetts,2015-01,8.0,11.0,0.375,3,-0.02422519722701394,-0.02877418829218162,0.016896396987893293
42,Michigan,2006-10,5.15,7.4,0.4368932038834952,1,-0.03679777937518458,-0.002563646844368689,0.023725648352647826
43,Michigan,2014-09,7.4,9.25,0.25,1,0.055424149833010986,0.03463531984340931,0.021925728731121228
44,Michigan,2025-03,10.56,12.48,0.1818181818181818,1,-0.050344493567933635,-0.08839268798764119,0.02481220208547704
45,Minnesota,2005-08,5.15,6.55,0.2718446601941746,2,-0.05208555471796328,-0.04099109760001238,0.0139142529004324
46,Minnesota,2014-08,7.25,9.65,0.3310344827586207,3,0.001093221753928536,-0.049349871326168776,0.013458815471449842
47,Missouri,2007-01,5.15,7.25,0.4077669902912619,2,0.01523040291867235,-0.011496746221016263,0.01453373322336988
48,Missouri,2019-01,7.85,11.15,0.4203821656050956,4,0.013535582361254947,0.06824764746542764,0.012312083505382702
50,Montana,2007-01,5.15,7.25,0.4077669902912619,3,0.017171488919447517,0.026970363153910715,0.002237848705699388
51,Montana,2022-01,8.75,10.55,0.2057142857142857,2,0.06441189826503009,0.04211067337445751,0.0022439238630182438
52,Nebraska,2015-01,7.25,9.0,0.2413793103448276,2,-0.045658146055343754,-0.03946165358856785,0.003308842510982213
53,Nebraska,2023-01,9.0,13.5,0.5,3,0.028276799551495604,-0.029672145477481066,0.004424830211917213
54,Nevada,2006-12,5.15,8.25,0.6019417475728155,4,0.0038187655065869547,0.04107454512626088,0.005087304098043799
55,Nevada,2020-07,8.25,11.25,0.3636363636363635,4,-0.011012585428866795,-0.03239002841300759,0.006923659054167404
56,New Jersey,2005-10,5.15,7.25,0.4077669902912619,2,0.0692886862524935,0.05655973317412272,0.019007129527353582
57,New Jersey,2014-01,7.25,8.44,0.1641379310344826,1,-0.049731000717241916,-0.03034776727596092,0.021766460894628577
58,New Jersey,2019-07,8.85,14.0,0.5819209039548023,5,0.04526022391662801,0.019004828235992255,0.020060579825120144
59,New Mexico,2020-01,7.5,12.0,0.6000000000000001,3,-0.0001267793098590625,0.03655009120195854,0.005330347845903234
60,New York,2005-01,5.15,7.15,0.3883495145631068,3,-0.014808577721304061,-0.010556831694127189,0.048080248588834175
61,New York,2014-01,7.25,9.7,0.3379310344827586,3,-0.01665778067908398,-0.005660551043658257,0.04446569755815927
62,North Carolina,2007-01,5.15,7.25,0.4077669902912619,3,-0.016902293569124954,0.0017989841259557215,0.01904103464386618
63,Ohio,2007-01,5.15,7.3,0.4174757281553396,1,0.03581822391895288,0.016996666565650465,0.027266780766611723
64,Ohio,2022-01,8.8,10.7,0.2159090909090908,2,-0.001508940512209983,-0.03655050007665789,0.026371945743139998
65,Oregon,1997-01,4.75,6.5,0.368421052631579,3,0.004839335538811829,0.01800074932721768,0.007636446227790718
66,Oregon,2003-01,6.5,7.5,0.1538461538461537,1,-0.021621744017398484,0.06538911213084236,0.008426390978612584
67,Oregon,2009-01,7.95,8.8,0.1069182389937106,1,-0.038413608737378785,-0.040112054279869136,0.0077250262142772395
68,Oregon,2016-07,9.25,11.25,0.2162162162162162,2,0.014239499284710716,-0.0889603151400506,0.009046856538856066
69,Pennsylvania,2007-01,5.15,7.25,0.4077669902912619,2,0.04646762742635059,0.023017046795096863,0.02877488934073509
71,Rhode Island,2004-01,6.15,7.4,0.2032520325203251,2,-0.01045878424424819,-0.022495265589281666,0.0024141736229496636
72,Rhode Island,2015-01,8.0,10.1,0.2624999999999999,3,0.014942284450250587,0.05181745579717936,0.002581975531725284
73,South Dakota,2015-01,7.25,8.85,0.2206896551724138,1,-0.018112395896497033,0.007695137087882387,0.001612313373466853
74,South Dakota,2022-01,9.45,11.5,0.2169312169312169,2,-0.0017385124054201256,-0.007870069106183541,0.001826310366866677
