event_id,unit,event_ym,mw_before,mw_end,pct_window,n_steps,state,post_avg,pre_avg,weight
4,2,2015-01,7.75,9.84,0.2696774193548388,2,Alaska,-0.017737534002808836,0.04917950522825443,0.0038106540946960896
5,2,2024-01,10.85,13.0,0.1981566820276499,2,Alaska,-0.026129664772896938,-0.11157906949324395,0.00289573273521076
7,4,2017-01,8.05,12.0,0.4906832298136645,3,Arizona,-0.03422742257872689,-0.05031664333351335,0.03288590411674654
9,5,2016-01,7.5,9.25,0.2333333333333334,3,Arkansas,0.02733384496481729,0.009993728193852497,0.013077540715312379
12,6,2014-07,8.0,11.0,0.375,3,California,0.040047698580438815,0.011931499351286151,0.1979381562641645
14,8,2017-01,8.31,12.0,0.4440433212996388,4,Colorado,0.06847911356558549,0.024265215949566793,0.01793211035622665
16,9,2014-01,8.25,10.1,0.2242424242424241,3,Connecticut,-0.01089581545098725,0.03213061130966613,0.019673360646629307
19,10,2014-06,7.25,8.25,0.1379310344827586,2,Delaware,-0.027713643427847504,-0.003850126526767972,0.004700969676849532
20,10,2019-01,8.25,10.5,0.2727272727272727,3,Delaware,-0.05468318220840605,-0.0775690705226749,0.004084154790423541
23,11,2014-07,8.25,12.5,0.5151515151515151,4,District of Columbia,-0.02239039804342751,0.011911661517880034,0.0018242529557111148
25,12,2021-10,8.56,13.0,0.5186915887850467,4,Florida,0.023853505968291597,0.00541110479576562,0.07925655596833907
27,15,2015-01,7.25,10.1,0.3931034482758619,4,Hawaii,0.01987101353822733,-0.05790469581782051,0.005816080985305209
28,15,2022-10,10.1,14.0,0.3861386138613862,2,Hawaii,0.043566525929589886,-0.04549154333581101,0.006027090686747503
30,17,2020-01,8.25,13.0,0.5757575757575757,5,Illinois,0.06551069739720927,0.07107556987257699,0.05780577215068739
36,23,2017-01,7.5,12.0,0.6000000000000001,4,Maine,0.03825397701361852,0.054205283754334976,0.005042301062752192
38,24,2015-01,7.25,10.1,0.3931034482758619,4,Maryland,0.08722343961730734,0.04288163895182878,0.023625900627501032
41,25,2015-01,8.0,11.0,0.375,3,Massachusetts,0.002253677972485199,0.004016816689417474,0.035097267121678884
43,26,2014-09,7.4,9.25,0.25,1,Michigan,0.05755412018544069,0.06006947844074245,0.0427045422251641
46,27,2014-08,7.25,9.65,0.3310344827586207,3,Minnesota,-0.000848785027836918,-0.05077036952008221,0.02790570282202383
48,29,2019-01,7.85,11.15,0.4203821656050956,4,Missouri,-7.075851981191983e-05,0.08730954291228091,0.026849640233011014
51,30,2022-01,8.75,10.55,0.2057142857142857,2,Montana,0.054711299308719305,0.029604892748470307,0.004413226338826519
52,31,2015-01,7.25,9.0,0.2413793103448276,2,Nebraska,-0.03886272603331305,-0.017456022602515775,0.006788237430545114
53,31,2023-01,9.0,13.5,0.5,3,Nebraska,0.04246916256691646,-0.029403207640521373,0.008454743341757498
55,32,2020-07,8.25,11.25,0.3636363636363635,4,Nevada,-0.00493725536038403,-0.0347959326494795,0.014285948069051556
57,34,2014-01,7.25,8.44,0.1641379310344826,1,New Jersey,-0.028465444863181602,-0.01821719443205172,0.045233640479072315
58,34,2019-07,8.85,14.0,0.5819209039548023,5,New Jersey,0.06270676030999045,0.028615541983408682,0.04059259117082188
59,35,2020-01,7.5,12.0,0.6000000000000001,3,New Mexico,-0.01381993448643376,0.05208028137487139,0.010671689380815058
61,36,2014-01,7.25,9.7,0.3379310344827586,3,New York,-0.0029024214293705414,0.004055349095588162,0.09271308421521023
64,39,2022-01,8.8,10.7,0.2159090909090908,2,Ohio,-0.023926387618933856,-0.07617397355649211,0.055000658331648744
68,41,2016-07,9.25,11.25,0.2162162162162162,2,Oregon,0.020804522920969154,-0.10443568670572095,0.01876983195668864
72,44,2015-01,8.0,10.1,0.2624999999999999,3,Rhode Island,0.019188370353909925,0.06965047578062167,0.005404670678629898
73,46,2015-01,7.25,8.85,0.2206896551724138,1,South Dakota,-0.009970878868886632,0.03315874098444849,0.0033617233186404626
74,46,2022-01,9.45,11.5,0.2169312169312169,2,South Dakota,0.01170681534398789,0.007048411773424107,0.00341935565796063
76,50,2018-01,10.0,11.75,0.175,2,Vermont,0.008712802071282152,0.011570307206946628,0.002996693712831933
77,51,2021-05,7.25,13.5,0.8620689655172413,4,Virginia,-0.028315783245778034,-0.011767263081516044,0.03741684446578654
80,53,2017-01,9.47,13.5,0.4255543822597676,2,Washington,-0.044633198474463245,0.010281104610654096,0.0322584862598861
82,54,2015-01,7.25,8.75,0.2068965517241379,2,West Virginia,0.011254043513604525,-0.028610647294343317,0.009264884956646286
