k,estimate,se
-3,0.03185203659276412,0.01443128977039846
-2,0.02853088342072915,0.0100024150310682
-1,0.0,0.0
0,0.005071536148707595,0.014521263540642336
1,0.01247491464912143,0.01288049975495082
2,0.017958896812981524,0.014445299246200013
3,0.013250285254703438,0.01440086946292967
