event_id,unit,event_ym,mw_before,mw_end,pct_window,n_steps,source,post_avg,pre_avg,weight
3,2,2010-01,7.25,7.75,0.0689655172413792,1,state,-0.0646798815408079,-0.06432493326545635,0.003672156674455701
4,2,2015-01,7.75,9.84,0.2696774193548388,2,state,-0.045568206881735115,-0.020636085600959836,0.0037613174660638365
5,2,2024-01,10.85,13.0,0.1981566820276499,2,state,0.04241820854868119,0.008369964125885851,0.00423371436595985
7,4,2017-01,8.05,12.0,0.4906832298136645,3,state,-0.03357720989425647,-0.039458902118805345,0.025675485227869208
9,5,2016-01,7.5,9.25,0.2333333333333334,3,state,-0.06334059846260953,-0.05223468405367912,0.010300504179782156
12,6,2014-07,8.0,11.0,0.375,3,state,0.010007470782340506,0.009409676629668233,0.08268538386782248
14,8,2017-01,8.31,12.0,0.4440433212996388,4,state,0.004005881872143312,-0.018731384393585918,0.01810365773210097
16,9,2014-01,8.25,10.1,0.2242424242424241,3,state,0.03653088855027681,0.004685778477852905,0.02185532777716911
19,10,2014-06,7.25,8.25,0.1379310344827586,2,state,0.014277352904610865,-0.06944948156014394,0.004046502183257646
20,10,2019-01,8.25,10.5,0.2727272727272727,3,state,0.042175339774510975,0.019595512608497512,0.002827507246940627
23,11,2014-07,8.25,12.5,0.5151515151515151,4,state,0.0006395086515311645,-0.02185256299217977,0.0012054970471021235
25,12,2021-10,8.56,13.0,0.5186915887850467,4,state,-0.0009994338268157835,0.013276855731878895,0.07180623727473631
27,15,2015-01,7.25,10.1,0.3931034482758619,4,state,-0.0035725153294368824,-0.014294540891824033,0.006623244093653451
28,15,2022-10,10.1,14.0,0.3861386138613862,2,state,0.030933892153899287,0.016634911158735312,0.007767560686144953
30,17,2020-01,8.25,13.0,0.5757575757575757,5,state,-0.0022870566187722513,-0.03424289939923028,0.06330679005624756
36,23,2017-01,7.5,12.0,0.6000000000000001,4,state,-0.12253284010387336,-0.22024038534234716,0.0036576109738787397
38,24,2015-01,7.25,10.1,0.3931034482758619,4,state,0.04071276846497435,0.007624831255056308,0.01898046526744026
41,25,2015-01,8.0,11.0,0.375,3,state,-0.04912498316035501,-0.05020709861312951,0.03631965976559104
43,26,2014-09,7.4,9.25,0.25,1,state,-0.07568746642746829,-0.09351667602213155,0.03915451450400138
