k,estimate,se
-3,-0.0013378543149858177,0.004217187185208818
-2,-0.004449969832791425,0.003340545650989425
-1,0.0,0.0
0,-0.004295732597095892,0.004642188330355705
1,-0.003179048944090698,0.005954512263925973
2,-0.0015207754063462269,0.007233991265190179
3,-0.004153675833003616,0.005875364579353837
