k,estimate,se
-3,0.0045284381614415625,0.0070931216329263745
-2,0.0045796380278725,0.007432597632451362
-1,0.0,0.0
0,0.004006317348810424,0.006881225192971913
1,0.0004201267997298991,0.01097198766329118
2,0.004060003931013406,0.010818002455032151
3,0.018073399443215572,0.009964876997246207
