k,estimate,se
-3,-0.022303289417267985,0.01246360399453443
-2,-0.024734777678396616,0.010997528892572847
-1,0.0,0.0
0,0.0031702868542486883,0.011230142123406846
1,-0.021535473383770386,0.01181340380562737
2,-0.0062371227891037636,0.009732438469295493
3,-0.020909273508110574,0.015705356746966843
