k,estimate,se
-3,0.02804295603108802,0.013944244205452013
-2,0.024911113022440503,0.01075364929175986
-1,0.0,0.0
0,0.0028609146869786805,0.014779424647219628
1,0.005019015814091465,0.014356044796911029
2,0.012154665774137277,0.01462052017066676
3,0.005419366926399347,0.014339108765958801
