k,estimate,se
-3,0.002282411756483408,0.004679617055086851
-2,0.004022789449891785,0.0038922154015175107
-1,0.0,0.0
0,0.0052276111383138596,0.005168334734617445
1,0.01091505967735565,0.006907586811348118
2,-0.0031045657864102994,0.007417890433898027
3,0.005675705593176797,0.0072794345744073416
