k,estimate,se
-3,-0.0048908845734217865,0.007387574683099416
-2,-0.004676121689700865,0.0069917651935059565
-1,0.0,0.0
0,-0.0040771659391254265,0.005270407494439717
1,-0.0038748465254425696,0.005691275794367886
2,-0.001388967042685904,0.006699177009568839
3,-0.0077210574975003585,0.008127758035581915
