k,estimate,se
-3,-0.0010157173552747222,0.00863950900133075
-2,0.001313423096499694,0.00947994318510197
-1,0.0,0.0
0,0.008643268308229594,0.006179609911795413
1,0.013438926418398441,0.010996705034112621
2,0.010323728559357474,0.009878795020508457
3,0.02109277301863132,0.009497605197564037
