k,estimate,se
-3,-0.005123482123731512,0.004077137015035211
-2,-0.004718893855661484,0.00276679470959052
-1,0.0,0.0
0,-0.007007965645381325,0.004119227065208854
1,-0.0065887040107440705,0.003399223452677408
2,-0.007450498032382101,0.005952227185990852
3,-0.006433347327080274,0.004253445850235875
