k,estimate,se
-3,-0.011328967407708728,0.04207016663008274
-2,-0.008015388962544577,0.022909676161180476
-1,0.0,0.0
0,-0.03561542681052954,0.025594727056415884
1,-0.030796121220822942,0.029437464741483975
2,-0.0357828621965088,0.04846176651587049
3,-0.030077096016808483,0.044266414654113156
