event_id,unit,event_ym,mw_before,mw_end,pct_window,n_steps,state,post_avg,pre_avg,weight
3,2,2010-01,7.25,7.75,0.0689655172413792,1,Alaska,-0.017524545282244564,0.008025597026051212,0.004280261984538269
4,2,2015-01,7.75,9.84,0.2696774193548388,2,Alaska,-0.028582607937198024,-0.08135159357120192,0.004049390025668973
5,2,2024-01,10.85,13.0,0.1981566820276499,2,Alaska,0.024051900348822503,-0.030103940891337944,0.0036131904892494912
7,4,2017-01,8.05,12.0,0.4906832298136645,3,Arizona,0.07403523524888644,0.03332152896307461,0.03778946011130493
9,5,2016-01,7.5,9.25,0.2333333333333334,3,Arkansas,0.016239825470953817,0.0025567246017683676,0.012796132197937921
12,6,2014-07,8.0,11.0,0.375,3,California,0.044640682895630834,0.003693689351727869,0.1400579354106019
14,8,2017-01,8.31,12.0,0.4440433212996388,4,Colorado,0.049099262319853176,-0.09072628760454826,0.018545144095207612
16,9,2014-01,8.25,10.1,0.2242424242424241,3,Connecticut,0.02463971619632266,0.029200316206265287,0.018144466235718932
19,10,2014-06,7.25,8.25,0.1379310344827586,2,Delaware,0.032523891433642094,0.03332745297649242,0.004880447514122238
20,10,2019-01,8.25,10.5,0.2727272727272727,3,Delaware,-0.029205438439459663,0.01651624669040741,0.0058770885478457635
23,11,2014-07,8.25,12.5,0.5151515151515151,4,District of Columbia,0.0015750184640436204,-0.029995382422790318,0.000834821065121232
25,12,2021-10,8.56,13.0,0.5186915887850467,4,Florida,-0.03178698777020117,-0.0067104075859099055,0.06862701628176356
27,15,2015-01,7.25,10.1,0.3931034482758619,4,Hawaii,0.08329844355027116,0.06485486394713491,0.006513943945467271
28,15,2022-10,10.1,14.0,0.3861386138613862,2,Hawaii,0.07029535766914219,-0.06563467325454009,0.005833078656874294
30,17,2020-01,8.25,13.0,0.5757575757575757,5,Illinois,0.046468173387070766,-0.02034869571075726,0.06114452750750593
36,23,2017-01,7.5,12.0,0.6000000000000001,4,Maine,0.13581866023458633,0.030238365081329155,0.006503282858410619
38,24,2015-01,7.25,10.1,0.3931034482758619,4,Maryland,0.06652615507659343,0.02562995100926968,0.016241445925737938
41,25,2015-01,8.0,11.0,0.375,3,Massachusetts,0.03793413719590821,-0.027439492501596163,0.030432714142082026
43,26,2014-09,7.4,9.25,0.25,1,Michigan,0.012227954993627277,-0.019437863837079794,0.044690425748095695
44,26,2025-03,10.56,12.48,0.1818181818181818,1,Michigan,0.033883981082200254,0.08680146255940557,0.05707456887890233
46,27,2014-08,7.25,9.65,0.3310344827586207,3,Minnesota,0.06832642143846002,0.008028399304927714,0.03744193043932034
48,29,2019-01,7.85,11.15,0.4203821656050956,4,Missouri,0.09562212763308131,0.1176590306369909,0.02984244009861686
51,30,2022-01,8.75,10.55,0.2057142857142857,2,Montana,0.02827528876981633,-0.049414060020770645,0.005929723605003004
52,31,2015-01,7.25,9.0,0.2413793103448276,2,Nebraska,0.1100474141623018,0.09570196531388953,0.010679750532331792
53,31,2023-01,9.0,13.5,0.5,3,Nebraska,0.006618423256925299,-0.015436784835441975,0.011117955450936074
55,32,2020-07,8.25,11.25,0.3636363636363635,4,Nevada,0.07850716726150853,0.035821573366477955,0.012762453042897472
57,34,2014-01,7.25,8.44,0.1641379310344826,1,New Jersey,0.025046433056860273,-0.012015627505578497,0.03679905169114671
58,34,2019-07,8.85,14.0,0.5819209039548023,5,New Jersey,0.03289009626536199,0.029436067506404706,0.030370768099846977
59,35,2020-01,7.5,12.0,0.6000000000000001,3,New Mexico,-0.027163169253791364,-0.06161675007876921,0.0107629645536231
61,36,2014-01,7.25,9.7,0.3379310344827586,3,New York,0.014504219757534575,-0.05195594863229669,0.06897403560849559
64,39,2022-01,8.8,10.7,0.2159090909090908,2,Ohio,0.013298406241784355,0.015101092270950689,0.07491691264674494
68,41,2016-07,9.25,11.25,0.2162162162162162,2,Oregon,-0.018166304419737433,-0.02263315487603168,0.02216265326682187
72,44,2015-01,8.0,10.1,0.2624999999999999,3,Rhode Island,0.09019038767128007,0.0024323025243375707,0.00663387311162564
73,46,2015-01,7.25,8.85,0.2206896551724138,1,South Dakota,0.05783808183865591,0.01705124237475797,0.004956052725482754
74,46,2022-01,9.45,11.5,0.2169312169312169,2,South Dakota,-0.03242593513827696,-0.1103240557752112,0.006577156143213931
76,50,2018-01,10.0,11.75,0.175,2,Vermont,0.04737660599908067,0.046536549496698054,0.0040178055916971975
77,51,2021-05,7.25,13.5,0.8620689655172413,4,Virginia,0.03678474608701776,-0.010023106323855613,0.03817265010966454
80,53,2017-01,9.47,13.5,0.4255543822597676,2,Washington,-0.009107667987900747,-0.06646331571559716,0.03313519306892036
82,54,2015-01,7.25,8.75,0.2068965517241379,2,West Virginia,0.05492080670942967,0.13709972570126872,0.006817288591454181
