event_id,unit,event_ym,mw_before,mw_end,pct_window,n_steps,state,post_avg,pre_avg,weight
4,2,2015-01,7.75,9.84,0.2696774193548388,2,Alaska,-0.9803908030830772,0.33374838609113056,0.003568215206702465
5,2,2024-01,10.85,13.0,0.1981566820276499,2,Alaska,1.999432978203,-0.8577729081634056,0.0033141448940924344
7,4,2017-01,8.05,12.0,0.4906832298136645,3,Arizona,-0.3160316919627597,-0.1141350716945646,0.033386938706091815
9,5,2016-01,7.5,9.25,0.2333333333333334,3,Arkansas,0.41311145842203834,0.7086296335814097,0.014212646708130416
12,6,2014-07,8.0,11.0,0.375,3,California,0.6030743310637257,0.10278731287006804,0.19055549110318135
14,8,2017-01,8.31,12.0,0.4440433212996388,4,Colorado,-0.782002349333313,-1.6007459950975909,0.02068962935301439
16,9,2014-01,8.25,10.1,0.2242424242424241,3,Connecticut,-0.23401419004415758,0.8800439781949163,0.019372876351099078
19,10,2014-06,7.25,8.25,0.1379310344827586,2,Delaware,0.5817728864981015,-0.04798971578461497,0.004406604902237493
20,10,2019-01,8.25,10.5,0.2727272727272727,3,Delaware,-1.2088356633370665,-1.1467676604087673,0.003648903486707763
23,11,2014-07,8.25,12.5,0.5151515151515151,4,District of Columbia,0.037979514493225675,1.28557746564864,0.0019737644709646096
25,12,2021-10,8.56,13.0,0.5186915887850467,4,Florida,0.22880080222753896,-0.09077781797270923,0.08191855366318128
27,15,2015-01,7.25,10.1,0.3931034482758619,4,Hawaii,-0.3912193294288244,-1.398980890270599,0.006586768564395723
28,15,2022-10,10.1,14.0,0.3861386138613862,2,Hawaii,1.7491627918796233,-0.04428862302251968,0.00630345878394317
30,17,2020-01,8.25,13.0,0.5757575757575757,5,Illinois,0.6921464111141413,0.852405801472071,0.06004082926145642
36,23,2017-01,7.5,12.0,0.6000000000000001,4,Maine,0.41901101303391375,0.4621442102120761,0.0052602863879348
38,24,2015-01,7.25,10.1,0.3931034482758619,4,Maryland,1.4303262385841347,0.7287752700208499,0.025553480326199248
41,25,2015-01,8.0,11.0,0.375,3,Massachusetts,-0.2026995584623439,-0.8009110751372335,0.03457403859791548
43,26,2014-09,7.4,9.25,0.25,1,Michigan,1.0236404548844777,0.15779775317249678,0.043798042967815004
46,27,2014-08,7.25,9.65,0.3310344827586207,3,Minnesota,0.2791004190648998,-0.4642158135963168,0.026389716595592038
48,29,2019-01,7.85,11.15,0.4203821656050956,4,Missouri,1.3422300489958028,2.2842653736508267,0.02780695314671434
51,30,2022-01,8.75,10.55,0.2057142857142857,2,Montana,0.2522872118882513,-0.9194331083931808,0.004360765635111745
52,31,2015-01,7.25,9.0,0.2413793103448276,2,Nebraska,-0.5989542379714463,0.09731331406490762,0.0074948479070932675
53,31,2023-01,9.0,13.5,0.5,3,Nebraska,-0.649550847913714,-1.4211907076660482,0.00880863658937477
55,32,2020-07,8.25,11.25,0.3636363636363635,4,Nevada,-0.7187282386101914,-0.22162788894318153,0.013394376415558261
57,34,2014-01,7.25,8.44,0.1641379310344826,1,New Jersey,-0.44824003728961737,0.09087082199478225,0.04564388381485531
58,34,2019-07,8.85,14.0,0.5819209039548023,5,New Jersey,-0.19493900916551343,-0.6975811270575445,0.04155230128831833
59,35,2020-01,7.5,12.0,0.6000000000000001,3,New Mexico,-0.7255942959136443,-0.09307821609794287,0.00996004235288067
61,36,2014-01,7.25,9.7,0.3379310344827586,3,New York,-0.41111181955167075,0.016844684208491056,0.09176624405217121
64,39,2022-01,8.8,10.7,0.2159090909090908,2,Ohio,-0.2382985863098992,-0.4607721084892593,0.05311015507030549
68,41,2016-07,9.25,11.25,0.2162162162162162,2,Oregon,0.06049520642147921,-1.1132741661687824,0.01842610014959167
72,44,2015-01,8.0,10.1,0.2624999999999999,3,Rhode Island,-0.8010616953259937,0.2729277390021201,0.0052615529278357024
73,46,2015-01,7.25,8.85,0.2206896551724138,1,South Dakota,0.3634012782450109,1.5940825636536036,0.0035576647951389376
74,46,2022-01,9.45,11.5,0.2169312169312169,2,South Dakota,-0.5585847308996432,-0.6430216469296801,0.003968707147408079
76,50,2018-01,10.0,11.75,0.175,2,Vermont,-0.9048662820133655,-0.3723772143136812,0.002925350110638961
77,51,2021-05,7.25,13.5,0.8620689655172413,4,Virginia,0.11094111772711002,-0.009749559106012384,0.0349394696133642
80,53,2017-01,9.47,13.5,0.4255543822597676,2,Washington,-0.7810988855553174,-0.9186162530810518,0.033177175756981495
82,54,2015-01,7.25,8.75,0.2068965517241379,2,West Virginia,0.026448091535614893,0.18603453164712835,0.008291382896002505
