k,estimate,se
-3,0.0038969380671013258,0.004068144579875214
-2,0.005172934189150071,0.004864060647003681
-1,0.0,0.0
0,0.0007916092696545296,0.004393137534177121
1,0.001798759529898875,0.004241363204114881
2,-0.00269441036227841,0.0042636209535876065
3,0.0004008147335962963,0.004260115146347451
