k,estimate,se
-3,0.004290036749747292,0.009493754978305595
-2,-0.0007933440155986893,0.007739962297636758
-1,0.0,0.0
0,0.018813659126674865,0.008447993734623939
1,0.0165870519464562,0.01370321436249698
2,0.0059394566697087165,0.01020967649471197
3,0.017470426439949966,0.011146806709354747
