event_id,unit,event_ym,mw_before,mw_end,pct_window,n_steps,source,post_avg,pre_avg,weight
4,2,2015-01,7.75,9.84,0.2696774193548388,2,state,-0.03805656019942168,0.06856519221918544,0.003011613589823306
5,2,2024-01,10.85,13.0,0.1981566820276499,2,state,-0.041943502890383566,0.031940648850639436,0.0021388683115048965
7,4,2017-01,8.05,12.0,0.4906832298136645,3,state,-0.03220352107583063,0.01676943253928803,0.03189659109315289
9,5,2016-01,7.5,9.25,0.2333333333333334,3,state,-0.004089360911800899,-0.058446215122565315,0.010889490955322123
12,6,2014-07,8.0,11.0,0.375,3,state,0.011926071320559672,0.02181486593276144,0.10921000425576789
14,8,2017-01,8.31,12.0,0.4440433212996388,4,state,-0.015022422800722579,0.038782004341175014,0.016158827395325048
16,9,2014-01,8.25,10.1,0.2242424242424241,3,state,-0.02295849607748654,-0.07543633439017466,0.01881020822165203
19,10,2014-06,7.25,8.25,0.1379310344827586,2,state,-0.0018190307552668206,0.05159126096933897,0.005258658014183938
20,10,2019-01,8.25,10.5,0.2727272727272727,3,state,-0.11999354607178908,0.027031503081973496,0.004207267154003955
23,11,2014-07,8.25,12.5,0.5151515151515151,4,state,0.03319875528860855,-0.033218661296347596,0.00232593545239809
25,12,2021-10,8.56,13.0,0.5186915887850467,4,state,0.08289023433156573,0.10331151772320418,0.08514346472216393
27,15,2015-01,7.25,10.1,0.3931034482758619,4,state,0.019096433301932697,0.0730943235623972,0.005561691755867622
28,15,2022-10,10.1,14.0,0.3861386138613862,2,state,0.031162712998277414,0.043621307395357856,0.005880280856804551
30,17,2020-01,8.25,13.0,0.5757575757575757,5,state,-0.033243932665143,-0.011729053946194445,0.046008329044694526
36,23,2017-01,7.5,12.0,0.6000000000000001,4,state,0.06499033821097297,-0.07234183213902468,0.004085109799973629
38,24,2015-01,7.25,10.1,0.3931034482758619,4,state,0.013819845204941672,0.04934889261967973,0.01806577745676153
41,25,2015-01,8.0,11.0,0.375,3,state,0.026749614174022884,0.07297943838954452,0.0348492763096615
43,26,2014-09,7.4,9.25,0.25,1,state,-0.07149908839891045,0.03702430934659212,0.045942622979464415
46,27,2014-08,7.25,9.65,0.3310344827586207,3,state,-0.07697162274092528,-0.04205872076862999,0.021984295232500537
48,29,2019-01,7.85,11.15,0.4203821656050956,4,state,-0.10369746484044445,-0.07385892852485987,0.02321207411341204
51,30,2022-01,8.75,10.55,0.2057142857142857,2,state,0.039149596721150606,0.04478147609625932,0.004134971906269431
52,31,2015-01,7.25,9.0,0.2413793103448276,2,state,-0.024322828773090055,0.007661015837813423,0.007036881449748025
53,31,2023-01,9.0,13.5,0.5,3,state,0.01961841006316863,0.006654573917830475,0.007226903028039219
55,32,2020-07,8.25,11.25,0.3636363636363635,4,state,-0.0026356906678362546,-0.0048508374814765776,0.014373997471150783
57,34,2014-01,7.25,8.44,0.1641379310344826,1,state,-0.0272540328302118,-0.030544439240459242,0.04104686759676729
58,34,2019-07,8.85,14.0,0.5819209039548023,5,state,0.023587758315592622,0.06328848879003734,0.042322875604151745
59,35,2020-01,7.5,12.0,0.6000000000000001,3,state,0.002335558181624578,0.031581498751503734,0.003957703940419667
61,36,2014-01,7.25,9.7,0.3379310344827586,3,state,0.04064789617337608,0.02401518195867086,0.029763733224892484
64,39,2022-01,8.8,10.7,0.2159090909090908,2,state,0.024587562536108665,0.04050357591223419,0.056978552714945285
68,41,2016-07,9.25,11.25,0.2162162162162162,2,state,0.0343916324564259,0.09976339782761762,0.015284022807687005
72,44,2015-01,8.0,10.1,0.2624999999999999,3,state,0.020131491169762344,0.03245512059113359,0.005385116648356111
73,46,2015-01,7.25,8.85,0.2206896551724138,1,state,0.06849643541223038,-0.033868576999139755,0.0030007360604668654
74,46,2022-01,9.45,11.5,0.2169312169312169,2,state,0.06214037081920393,0.06012238008678422,0.0037445518136353974
76,50,2018-01,10.0,11.75,0.175,2,state,-0.0650241473073857,-0.014898499441049318,0.0026042147323383775
77,51,2021-05,7.25,13.5,0.8620689655172413,4,state,-0.09644323231789148,-0.04881113734977699,0.033306159505674414
80,53,2017-01,9.47,13.5,0.4255543822597676,2,state,0.03838688268027948,0.07569141195360213,0.029052313498782248
82,54,2015-01,7.25,8.75,0.2068965517241379,2,state,-0.03702941086939179,0.05377976691434211,0.007380133115402018
90,6001,2014-07,8.0,13.23,0.65375,2,both,0.10894038667143008,0.06292082630699358,0.007604286586730966
96,6037,2014-07,8.0,12.0,0.5,4,both,0.04697715686309373,0.025677324837483084,0.04980783448081044
102,6073,2014-07,8.0,11.5,0.4375,4,both,0.030576021020150168,0.11361553596990626,0.014901427660900884
104,6075,2015-05,11.05,15.0,0.3574660633484161,4,local,0.27011666733436446,-0.0609297174374111,0.0027945986711059414
107,6081,2014-07,8.0,13.5,0.6875,4,both,-0.0017278600280023482,-0.4471088769727073,0.0023335687936095863
110,6085,2013-04,8.0,10.5,0.3125,1,local,-0.00673044410629578,-0.04172982064877112,0.003944058825911689
111,6085,2017-07,10.5,15.45,0.4714285714285713,3,local,0.18635538741563765,0.14655127402274165,0.004887703099795053
114,6097,2014-07,8.0,11.0,0.375,3,both,-0.12993666248942137,0.15855248729936772,0.002500556195086913
116,8031,2017-01,8.31,12.85,0.5463297232250299,4,both,-0.0018851778990708959,0.07282364427737965,0.0027060603531737144
118,17031,2015-07,8.25,12.0,0.4545454545454546,3,local,0.24458044257938177,0.14521755992516705,0.011616967612242098
134,23005,2016-01,7.5,11.0,0.4666666666666665,2,local,-0.0035570018397063363,0.13500204132543148,0.0009633003346485347
136,24031,2014-10,7.25,12.25,0.6896551724137931,5,local,0.04357740585181316,,0.0004386378257149624
138,24033,2014-10,7.25,11.5,0.5862068965517242,4,local,0.061342229279210736,0.17544302334532136,0.0055613058124275765
140,27053,2014-08,7.25,11.25,0.5517241379310345,5,both,0.2657125697583448,0.12772735707855326,0.0012722005900522731
142,27123,2014-08,7.25,9.65,0.3310344827586207,3,both,0.04876331014667479,0.13193771756278483,0.002408509999258374
143,27123,2020-01,9.86,15.0,0.5212981744421907,2,local,-0.2163697732066948,-0.09842796361928657,0.0010174399375346224
145,35001,2013-01,7.5,8.75,0.1666666666666667,1,local,0.03735438369137725,0.012942962109909362,0.004602940399628689
146,35001,2021-01,9.35,11.5,0.2299465240641711,2,both,0.015457774799448598,0.07227879950918903,0.0035317965391863004
147,35013,2015-01,7.5,9.2,0.2266666666666665,2,local,0.32364570745955035,0.3914062535222743,0.001207076562981339
148,35013,2023-01,10.5,11.5,0.0952380952380953,1,local,-0.05194451307133585,-0.11676724158360952,0.0015295018085219568
151,35049,2022-03,12.32,12.95,0.0511363636363635,1,local,0.19784096163419543,0.25506055226885843,0.00034592387589382236
153,36005,2014-01,7.25,11.0,0.5172413793103448,3,both,-0.01694756656419022,-0.013758286955721954,0.005684146686658487
155,36047,2014-01,7.25,11.0,0.5172413793103448,3,both,0.05850902026572566,0.085607537344628,0.011213031617645487
157,36059,2014-01,7.25,10.0,0.3793103448275863,3,both,0.07259159753921801,0.0703503954853017,0.007146317495244767
159,36061,2014-01,7.25,11.0,0.5172413793103448,3,both,0.00891386533315594,-0.0019121398127847633,0.008778331002914305
161,36081,2014-01,7.25,11.0,0.5172413793103448,3,both,-0.015319604243073215,-0.06001677525471533,0.013584278935769068
163,36085,2014-01,7.25,11.0,0.5172413793103448,3,both,-0.05780017558756381,-0.20484405084162188,0.0010636473880616729
165,36103,2014-01,7.25,10.0,0.3793103448275863,3,both,-0.016120678960685864,0.07131279720843803,0.007352841895790491
167,36119,2014-01,7.25,10.0,0.3793103448275863,3,both,0.2962762319346087,0.09468546844238651,0.006129782736784677
227,41051,2016-07,9.25,12.5,0.3513513513513513,3,both,-0.013362116385005188,0.0850974776970796,0.0020715030048684656
254,53033,2015-04,9.47,16.0,0.6895459345300949,3,local,0.09490692148840321,0.04553210079905551,0.005559706787505187
255,53033,2021-01,15.75,17.27,0.0965079365079364,1,local,0.036976620530445675,0.08741926203934414,0.0033454183930000454
258,53053,2016-02,9.47,12.35,0.3041182682154169,3,local,0.016884797955191447,0.09186686211079581,0.0008551762573768683
