k,estimate,se
-3,-0.0028165654329095433,0.0052068996268705495
-2,-0.006874155213448659,0.004723476001790916
-1,0.0,0.0
0,0.0034316589560396357,0.006552551470575699
1,0.009413532158270664,0.0061480864323463225
2,0.0009924158383436967,0.006346295341923906
3,-0.002581759252140504,0.005873231468382899
