k,estimate,se
-3,-0.003559517729637402,0.004951985631074107
-2,0.0013017808926179604,0.004247305132241348
-1,0.0,0.0
0,7.156069453078096e-05,0.0061860297136149605
1,-0.0011608845407799046,0.008203730907926206
2,0.0007466468460253002,0.007798040743319835
3,0.010845237482559493,0.008838321019198025
