k,estimate,se
-3,-0.015410342358710092,0.009251945428537826
-2,-0.008921507296827313,0.010064532860085615
-1,0.0,0.0
0,-0.004125875040796541,0.005924305952027265
1,-0.001906561886204029,0.006767058195328437
2,0.0001847444432251967,0.008051375067351135
3,-0.0029098104585965536,0.009981255635676718
