year,estimate,se
2004,0.017751105283685176,0.046819031083186524
2005,-0.0025774337978831108,0.046067259865771794
2006,0.007672381121885064,0.04296164148879227
2007,-0.0036038626830044995,0.04670283344833792
2008,0.01928996653571391,0.050409871864841506
2009,-0.013122991503311981,0.037725161578589544
2010,-0.0009370322748599614,0.039385716466212604
2011,-0.012382044135583572,0.041766153490568954
2012,0.01417970156109998,0.04492293989637175
2013,-0.006992582655338506,0.044571740473083946
2014,0.02060437156436043,0.0394519703062387
2015,-0.050297128904296565,0.041059951315937454
2016,0.07463711046642732,0.04144387736871098
2017,0.08131724223861404,0.04464128287393175
2018,0.0056575496317775725,0.04124040466778685
2019,0.052216581420646946,0.04043211080968058
2020,0.026625482418382338,0.03530665649594509
2021,0.05812887227420277,0.037192086789463
2022,0.011881955689193932,0.03695294213001649
2023,0.0209216524105866,0.03456248761225962
2024,-0.0010482854898548324,0.035729984912894426
