e,estimate,se
-10,0.005875841628096035,0.008335426856792068
-9,0.00010420534363076681,0.008443337143097468
-8,-0.0007095141691982617,0.00838905653477263
-7,-0.0011389462915053431,0.008483576308603335
-6,-0.008972769231413354,0.007801242770895353
-5,0.0009630901101147552,0.007648279080533846
-4,-0.003164876100409678,0.007149533172612104
-3,0.0021621259564285665,0.007110972335586298
-2,-0.002627163993921673,0.007362436511455276
-1,0.006889374230035339,0.007032305610750477
0,-0.005131064250285286,0.007734713489038449
1,-0.01277384521393544,0.007903763384843167
2,-0.0012667535724037277,0.007935341701079306
3,-0.0074472848764710236,0.008464011647970797
4,-0.002783617957882951,0.008911137615318924
5,-0.0009286906619294695,0.008997753573401105
6,-0.0015325105038044495,0.008140201601720467
7,-0.002136980758803352,0.010555881271590498
8,-0.005201409137479314,0.010585124637349244
9,-0.014382936342097176,0.011261071964394583
10,-0.01618539838017038,0.011581262622257286
