e,estimate,se
-10,-0.00254151592220321,0.011312410666662645
-9,-0.01546865129056459,0.01109390775821037
-8,0.013330071637346563,0.01176464473786116
-7,0.006901749509390587,0.011293727766441894
-6,0.0012403668810191514,0.011390888306467855
-5,0.002164967469722096,0.011969169047688362
-4,0.010481236662072891,0.011092704863926774
-3,0.003812428265719907,0.011704653232850446
-2,0.015927688609454923,0.011559766149367321
-1,-0.009937468317031163,0.012061761588029908
0,-0.008746227365464062,0.011883552627409418
1,-0.01224844471881595,0.011131123843963675
2,-0.028197511326422054,0.01305290930798005
3,-0.023933497790992707,0.01209350172788347
4,-0.018271943886221907,0.013085997747299238
5,-0.006835777974004334,0.013959938150069691
6,-0.01353320282460282,0.012947174914703399
7,-0.003079070355599451,0.015060644384897973
8,0.0028112213738485632,0.01686774996403534
9,-0.0012307800339284483,0.017911788036430096
10,0.005426451781148068,0.016354253818744172
