e,estimate,se
-6,-0.07919297354177927,0.04545138418577649
-5,0.03793406001397194,0.030363807597731333
-4,0.03268910650743677,0.04543595846383581
-3,-0.047624557422897056,0.0647658731510796
-2,-0.000521570176655531,0.057704833509520985
-1,-0.005918432846653898,0.047900603297831884
0,-0.030241898769414542,0.04562276175914281
1,0.048220138788139674,0.09285521604605979
2,0.020228430701573052,0.08663653284740112
3,-0.12021829677489919,0.13034497258024805
4,0.011713823370595745,0.08188223336435112
5,-0.025297589474171572,0.08202543945963449
6,0.1066530589970226,0.13071328974228733
