year,estimate,se
2004,0.050432228072558316,0.0353603561363274
2005,0.050187011563816,0.034666979211351846
2006,0.02340287784599038,0.03852787484521795
2007,0.06292211008205217,0.0385561751762593
2008,0.09054947666684587,0.03425508613430286
2009,0.06146299162977608,0.03014590346768426
2010,0.05186662795476516,0.03302610029857943
2011,-0.0065501690454906865,0.03555089194233587
2012,0.0960711508552719,0.03455596237967287
2013,0.038442611814926475,0.038517857966676644
2014,0.05715689273186232,0.032745399146715704
2015,0.02377709800116278,0.03501502779604647
2016,0.11937634853802676,0.03164220236296501
2017,0.03063152390416651,0.034581500290303185
2018,0.04880163898587466,0.02825358055642376
2019,0.039361123636400305,0.030852719258143865
2020,0.03251762881199814,0.027702816729911175
2021,0.04621421420645008,0.028338862654315754
2022,0.06072632450283963,0.028981587571517746
2023,0.08192925606496786,0.02457169887439607
2024,0.05661838079440262,0.024941964436430132
