year,estimate,se
2004,-0.016037403126665795,0.020649349556676615
2005,0.0033706184536921317,0.019741956868307587
2006,0.03340563886874104,0.02083657877694733
2007,0.021211762810069645,0.020012538640437765
2008,0.007786678860606245,0.0183981600799145
2009,0.00217446076707923,0.01764563945321008
2010,-0.018252230765292053,0.018300643669256933
2011,-0.027651455775485702,0.016986321607713014
2012,-0.007485082459652542,0.017463589034751464
2013,-0.013185472521944599,0.017485578104160744
2014,-0.017279629445826266,0.01690932412236758
2015,0.0046046646528322644,0.017449493823136684
2016,-0.006812885801079625,0.015749335531997255
2017,-0.011669354862998605,0.017196291474350246
2018,-0.0058172977970722285,0.01480721896970988
2019,0.034985748206673155,0.015889082140144384
2020,0.017395072380659574,0.014121334844651954
2021,0.01375616516695454,0.013581517593762471
2022,-0.007284290129792304,0.014559669316906883
2023,-0.02047427351855699,0.013258344423682051
2024,-0.0005041479042180514,0.013816941294847892
