e,estimate,se
-6,0.0846607973816264,0.08692341310917857
-5,0.02561641331720036,0.06989273779049647
-4,0.21854359059972267,0.11297174230896934
-3,-0.16841143336172024,0.09435287002975577
-2,0.05148241970574445,0.06021028379538421
-1,-0.04543168488268908,0.044685851503475295
0,0.02269683428011754,0.046874979933485224
1,0.06457756650792525,0.04206276095680073
2,0.04719702835086072,0.04690404643321149
3,0.022156554520214602,0.05151411300882776
4,0.2562498756049327,0.0938767084586936
5,0.295084918565922,0.13149495706908382
6,0.45273446646038507,0.2420450190512134
