cohort,estimate,se,states
2014,0.015896731232398317,0.014035292879482446,44
2018,0.01247277005768291,0.01057291939348242,36
2020,0.0029365026470707105,0.008569649488610461,53
2021,0.03953086810379859,0.027399648912291023,"11, 25"
2022,0.04512875348366793,0.034254249822067664,9
2024,-0.0043534254016424755,0.008983146573574212,"41, 8"
