e,estimate,se
-6,-0.294743113061431,0.21653008252372652
-5,0.1406034237069204,0.12347788527505568
-4,-0.24572950635800153,0.18824436173754563
-3,0.26487818197287705,0.16655398232586552
-2,-0.1078664857343781,0.13296167462948416
-1,0.12037626645228129,0.094408352705851
0,-0.0757180554042436,0.10129219303692011
1,-0.10984660346415584,0.09946478212360815
2,-0.13900564800825485,0.09903219234047263
3,-0.16267305971026141,0.10778332601047456
4,-0.3601148689436636,0.15788079659405357
5,-0.27250442891753945,0.3317149624807329
6,-0.937524328667535,0.2885286052282561
