e,estimate,se
-6,-0.1211808149862054,0.1301736452463871
-5,-0.006697470323835631,0.13376765987187886
-4,-0.04532732373965627,0.09498568633934423
-3,-0.04749805933664379,0.08812698074580222
-2,-0.06922280197612718,0.08849441480857496
-1,0.03899803701141572,0.10100174651015874
0,0.043501094409774906,0.10232521718394191
1,-0.07284245921318559,0.10238410252498367
2,-0.05230730871837543,0.12714819008790193
3,0.06817181948638208,0.18314340236896545
4,-0.5957863410020786,0.2773692227493476
5,0.11213725092567084,0.18437748566107154
6,-0.14623846734664014,0.1872155239783435
