year,estimate,se
2004,-0.025181490010824373,0.015453252946160182
2005,-0.014037454358494794,0.014534858356365131
2006,-0.009578932853864908,0.014082477673709478
2007,-0.006219668517689515,0.01477844992539362
2008,-0.030187116184434815,0.01430890630765615
2009,-0.01704987836107364,0.01360190769521174
2010,-0.0123779654444725,0.012679537137431664
2011,-0.01448272213094083,0.013356763066798028
2012,-0.025337326737073538,0.012563458638926868
2013,-0.05097977861705921,0.014110473295181905
2014,-0.03294329727178232,0.012857092360959358
2015,-0.04074411700114915,0.01278256786332343
2016,-0.02276840736330656,0.013866763765162037
2017,-0.03355222801976238,0.014842256959253154
2018,-0.03342769716503054,0.012404867640892069
2019,-0.022025905765031936,0.012714693980219538
2020,-0.020935579472431503,0.011428026079909313
2021,-0.029545891537997995,0.01095950780214101
2022,-0.02712814472150443,0.012263224423172151
2023,-0.022074841851762048,0.01014893856668261
2024,-0.01503982751033162,0.01028318046387662
