year,estimate,se
2004,-0.06928888581663317,0.04168610207550676
2005,-0.0029505494702404267,0.03616363403281925
2006,-0.06537106372859625,0.04072835383959669
2007,-0.03359403893180635,0.03880850614107677
2008,-0.03831729274669593,0.03675287580905212
2009,-0.02220116973832396,0.03204120046730794
2010,-0.06704135284399507,0.03621307026165078
2011,-0.035025338894173565,0.0301177054510332
2012,-0.030073634632110272,0.032940888575486806
2013,0.010779314128370942,0.03163706611212129
2014,0.0056914788931794365,0.02960350152362587
2015,-0.023203276228718754,0.03325392311852908
2016,-0.0254797672988005,0.03258770767734017
2017,0.019611539224222374,0.030457407085622192
2018,-0.06353399219341793,0.032596002872633305
2019,-0.012171907775451102,0.02626944117675282
2020,-0.03037786814305066,0.028702012379853408
2021,-0.01912714655613967,0.02832174158739656
2022,0.00012558583953436363,0.02676258192895722
2023,-0.027437566102233867,0.02616254537896447
2024,-0.006487867377066716,0.023216899823783898
