e,estimate,se
-10,-0.013549102806422159,0.01320791566837606
-9,-0.007992318115948395,0.012861166226119249
-8,-0.007529945093178092,0.012088544486587588
-7,0.007283407149640977,0.011460526966395022
-6,0.000408353670409733,0.01158609457936567
-5,-0.010586234557627628,0.01152596868969005
-4,0.011383586358607273,0.011940805878945965
-3,-0.0005495910778883875,0.011582168405952165
-2,0.0033981471710754513,0.010541069926615689
-1,-0.005398420123802987,0.011402022756785743
0,0.003810391650365826,0.011941326169238702
1,0.010846931870965132,0.012574387799515408
2,0.015621065318643143,0.012629534398810366
3,0.0036363761275485604,0.013411955475938686
4,0.0006886894128550301,0.012611373591724779
5,-0.009265658974720757,0.013486772517443511
6,-0.008493902249195197,0.013803030669887006
7,-0.01231685967588659,0.016206579993498442
8,0.0018323141777662486,0.015413522896546484
9,-0.005024041512178039,0.015176973018462206
10,-0.0004776735168730147,0.01924235476069071
