cohort,estimate,se,states
2004,-3.151805863851698,2.5686418916169016,6
2009,1.2101861178132942,3.0264324908370694,34
2014,2.263619342916073,9.170370899295444,44
2018,1.8736006619860213,2.029258967218559,36
2020,-0.4771711804113757,3.4974665453184013,"11, 53"
2021,-0.9114825584627102,3.8902974910643677,25
2022,-2.1992937673508983,4.71844616599707,9
2023,-7.400585379317233,8.078257172149973,41
2024,14.132526100197246,9.56750920133747,8
