e,estimate,se
-10,-0.0033362314598104534,0.005522242462292586
-9,0.005199879449924397,0.0057027786380347036
-8,-0.00474797739973057,0.0060365958300795525
-7,-0.0010135663379961957,0.0053046497929505965
-6,-0.0036698892092731075,0.0057131805510903496
-5,-0.0014773698404497997,0.005759954139259895
-4,-0.0017034105513891984,0.005167672466052983
-3,0.004230196973422682,0.004853237690273257
-2,0.0017354100970815283,0.005326103450921225
-1,-0.0023802875566156104,0.005530628884095147
0,-0.0007966051942310512,0.00534708643139354
1,-0.0029652679342820217,0.005545596631033001
2,-0.005328597983670426,0.005851464971603158
3,-0.00351676546572801,0.00621313959297118
4,-0.0021438875456664184,0.00666647328289248
5,-0.003156494956809199,0.006483520024107142
6,0.009697717172516359,0.008012858164210553
7,0.002666064323271275,0.008785452057127179
8,0.003068333535673401,0.008597074889721076
9,-0.011587883646088929,0.009217193426958394
10,0.0021498618057301613,0.008501818237643477
