year,estimate,se
2004,-0.2733364566550023,2.287750790937278
2005,-0.8421120547944518,2.37307236844365
2006,1.292913290687565,2.331814653138324
2007,2.919398869162549,2.2853021643334497
2008,1.1128872937356356,2.4138634875534426
2009,1.1611630448131327,2.0115116411725555
2010,2.117710906380882,2.1845461074052848
2011,-0.04334518260868157,2.124223105259491
2012,1.6325230078940849,1.9016659984674833
2013,2.063604327298544,2.216291866112991
2014,0.491884004088038,2.0938417025519405
2015,3.440819895082761,2.036373742601705
2016,-0.4361692085800993,1.8540061521397475
2017,-1.4524595485609648,2.0073221487137505
2018,0.5537870527039337,1.7399255358436763
2019,1.6278563726047577,1.773154770030816
2020,1.7028966133383654,1.5541546570490592
2021,1.3845028163192683,1.6017784296841808
2022,0.3398937856873972,1.5877526935518405
2023,0.056193392166978974,1.4548549070398356
2024,0.5430971149374946,1.4174129673629803
