cohort,estimate,se,states
2004,0.001351084559247767,0.007187628527581516,6
2009,-0.0262251386525153,0.018911887420823364,34
2014,0.004604269887515419,0.01785690734798516,44
2018,-0.0017740568704942919,0.011734511361184793,36
2020,-0.03800385616697076,0.02363286977100433,"11, 53"
2021,0.010197734217595199,0.018446512819974233,25
2022,0.011403809119303665,0.018846043203587997,9
2023,0.036261105069328226,0.01629955500820731,41
2024,0.038152296301747914,0.0381809575443971,8
