year,estimate,se
2004,0.00691310379432216,0.010780759890045035
2005,0.00311996969842495,0.010679676049909883
2006,-0.012567424281167831,0.009503545036726952
2007,-0.0006234558313128885,0.011281059358967277
2008,0.003090623044004793,0.011723628068646647
2009,0.0095007261288671,0.0086748368288881
2010,0.008666963694798075,0.009334061504394494
2011,0.002892111248921827,0.009027281091096127
2012,0.0010138065497520483,0.008583020325266682
2013,-0.01112006739236004,0.009644236992787101
2014,0.0016948035746747624,0.008167872068504143
2015,-0.008519538521926195,0.00808227128395389
2016,0.006806109578869087,0.008256230836617638
2017,0.0034687682912634614,0.00920638704655621
2018,-0.013653179275178097,0.007308876164622198
2019,-0.0011373534346962458,0.006762642176855312
2020,0.0009827329028185509,0.007080934241436327
2021,0.0003485774530491245,0.006402510565912586
2022,-0.004890214750113446,0.0060142100654681395
2023,-0.008175923518693295,0.005746146792146693
2024,0.009664668049298438,0.006901584575378975
