cohort,estimate,se,states
2005,0.0038815069784764694,0.045665844100112804,6
2010,0.04402788184653263,0.07711510460077857,34
2014,0.28371645661938594,0.10760922087551447,44
2018,0.011639891098364899,0.0764212916926354,36
2020,0.025082934352642427,0.09884492198824854,53
2021,-0.041996004725691025,0.0789768217272399,"11, 25"
2022,0.06137896582085958,0.1551816906692323,9
2024,0.1252346885711637,0.12178760820137083,"41, 8"
