year,estimate,se
2014,0.0017843380657363017,0.20180589784711872
2015,0.03918660303109722,0.18039345802420254
2016,0.11884823209287343,0.18842344927598073
2017,0.022148306249534233,0.18757858810909633
2018,-0.10373225557625987,0.19879847684444643
2019,0.11213725092567084,0.18437748566107154
2020,0.13246374389703142,0.14097713296026337
2021,-0.10946971330208444,0.10935274842174748
2022,-0.033873702042721734,0.12121194041376537
2023,-0.08273379716102564,0.14437553487710103
2024,-0.2213380301675737,0.19660948726932223
