cohort,estimate,se,states
2014,-0.00414720356204722,0.03168340007191515,44
2018,0.012913298122684328,0.026974775557155405,36
2020,-0.004849133377259604,0.03013991900708727,53
2021,-0.11207222522029067,0.06525144690653634,"11, 25"
2022,0.019088909645783605,0.030037512585629627,9
2024,0.11538619376681802,0.12501605522918743,"41, 8"
