year,estimate,se
2004,-0.0026068810230257256,0.010576338106571758
2005,-0.004760443023419769,0.011474386990296162
2006,-0.009624924159118017,0.010447193750883958
2007,-0.0034695391014849387,0.011380890997033115
2008,0.0010621055541775865,0.011508196839815103
2009,0.0030943263425154033,0.010253090364967321
2010,-0.005282831147062339,0.010528718978286477
2011,-0.0016976900416971683,0.010409612349754578
2012,-0.007611910568054212,0.01028331920895178
2013,-0.012034513237051276,0.009849302714086823
2014,-0.023920080233440635,0.009334627887206284
2015,-0.018654622554742643,0.009701508746084154
2016,-0.00488965205146896,0.01057855808889642
2017,-0.006264049323962289,0.01077050479938379
2018,-0.01795961418555121,0.010344681361438908
2019,-0.008140950856209752,0.008921892819329775
2020,-0.008594389865973108,0.009013634086374596
2021,-0.007668797501607375,0.009257730405725865
2022,-0.012889615459894034,0.007957203574582355
2023,-0.015501051240077631,0.008507565651651188
2024,9.93847124139857e-05,0.008035554747699424
