year,estimate,se
2014,0.22174527515275386,0.2087153570047704
2015,0.26567171835626324,0.17527281622248825
2016,0.11437189291403288,0.15729027365285278
2017,0.14691772434191339,0.15814079090182878
2018,0.08238735646216816,0.0653142079316172
2019,0.1319680570727709,0.06313592492417879
2020,0.07038700910108628,0.05200694114734214
2021,0.07550005715435677,0.0498975918064464
2022,0.12350837915859449,0.05697820945199002
2023,0.14406196981796734,0.08428515633150893
2024,0.2706707070469755,0.16183782633132657
