e,estimate,se
-10,-0.011555955293316208,0.011071845939434678
-9,-0.0157634188784412,0.01045601078674369
-8,0.010136660027196048,0.011046592944732965
-7,0.017762576874910334,0.010764721747033761
-6,-0.008809358918014723,0.010898929462306863
-5,-0.0028712653456847695,0.011476431447813044
-4,0.006090716629447407,0.010845876779032057
-3,0.013445199434075785,0.010161782184435978
-2,-0.006127462112267163,0.01006812192814713
-1,0.000570110748051047,0.010328703158248935
0,-0.009325975079340847,0.010971411595229009
1,-0.0029833299510993376,0.010329860413794217
2,-0.004658520199761756,0.011659340238004587
3,0.006199100547132476,0.011680166232855291
4,0.00972729530777182,0.012333566964349604
5,0.015106974737706638,0.012491261371572561
6,0.01154180058350061,0.012139903393286479
7,0.022923427965316916,0.014175015106141102
8,0.007010817723790235,0.015407065552340591
9,0.01684654862516721,0.015870203663818742
10,0.00722242047098849,0.014912468062358734
