cohort,estimate,se,states
2014,0.0002543959984665273,0.06863825632290263,44
2018,0.01701630887372772,0.030714504356998504,36
2020,0.019297572838371448,0.026271503203397877,53
2021,-0.020278064666635814,0.03270483529232682,"11, 25"
2022,-0.033728739922611516,0.04422630646176093,9
2024,0.04864710568875728,0.12773282666491878,"41, 8"
