e,estimate,se
-10,0.03087215192432984,0.03915792746801635
-9,0.07402803352446977,0.03852833326492733
-8,-0.05274384792889463,0.03690455752520271
-7,0.024920490330654795,0.03529536614476003
-6,-0.05619927304130028,0.03620739970799183
-5,-0.04253644195289837,0.04327962480308192
-4,0.026556648246619085,0.03894332105826518
-3,0.02837109624601337,0.03510162143869411
-2,0.03937828559816465,0.034966824284975134
-1,-0.04157294766431857,0.031522721497264185
0,0.00433598258057314,0.03312028700583644
1,0.030257985296146258,0.03345301745328395
2,0.03187346908580824,0.0348795094179915
3,0.06609962515068174,0.03213614306158469
4,0.019223359745392823,0.037877997415442594
5,0.02950623060024316,0.04039723016867152
6,0.05147827433864901,0.04125788512668079
7,-0.00922679126550572,0.05074531229717204
8,0.0817256582233106,0.04230355994269706
9,0.08919202751254775,0.0493429601441637
10,0.057187633652142224,0.0487251593933373
