year,estimate,se
2014,0.0012605432538164152,0.01451156617055545
2015,-0.05078658224109378,0.026555916924861683
2016,-0.012006003010985644,0.007047470063048595
2017,-0.01726299146032051,0.013378039019053496
2018,0.00045946091453081503,0.011263118082494205
2019,-0.04107747266120191,0.020262971867485303
2020,0.00911004708683953,0.007145743544099868
2021,-0.03164525694386783,0.016394760053714534
2022,-0.002297826708391297,0.008286883428287392
2023,-0.0016654539775745178,0.008054621541141243
2024,-0.07581794460741045,0.08206574370422696
