e,estimate,se
-10,0.004539914308240684,0.007637190879043963
-9,0.0026359525720472533,0.007959534454125417
-8,-0.0014315995802117614,0.007226803801201611
-7,-0.011117159147479938,0.006838747199263654
-6,-0.003954844949763851,0.006283017247705682
-5,0.012552744604036433,0.006982859096480973
-4,-0.0006813341544311291,0.00758723790482842
-3,-0.008112972785186615,0.00625126432278917
-2,0.007244253991006886,0.006840755604860901
-1,-0.004941140275180809,0.006652793005112338
0,-0.009784477967026833,0.006372539992512971
1,0.0012195966273901454,0.006620861879528769
2,-0.007154681905034182,0.0069512371798169876
3,0.00021339947345751613,0.006814297263558159
4,-0.006936200329839998,0.007019428090864223
5,-0.008317648974571783,0.007556747198739044
6,-0.001805047711644363,0.00844097327282107
7,0.001999210517149485,0.008659683427652817
8,0.001468751676326409,0.00883111005401694
9,-0.007689270356219792,0.009092647971793528
10,-0.010224748081955922,0.008291572522936927
