year,estimate,se
2014,0.0026194621104988214,0.0941584349473441
2015,-0.05001954895853945,0.08118565322757296
2016,0.0189465651401981,0.09452574844691716
2017,-0.08587830847699031,0.07496587027407016
2018,-0.011395286966756079,0.06656000632619209
2019,0.03079585421644811,0.08082149326877586
2020,0.05740553190885063,0.06557019796136629
2021,-0.065868288627857,0.053863116131856834
2022,0.006932236374498287,0.07037174954148702
2023,-0.02741922369507861,0.09719744466946545
2024,-0.07922341988217403,0.0625168891449987
