cohort,estimate,se,states
2004,1.4979970211049864,1.5684489367656211,6
2009,-0.20225633248808306,2.371649293924214,34
2014,5.401433895333022,3.6353057313148818,44
2018,-0.9380196852461664,2.3091635374278567,36
2020,-3.2959277415056354,3.549054633621535,"11, 53"
2021,0.9696580445874918,3.062821574800081,25
2022,-3.568506043251061,4.206940440735304,9
2023,9.283251452725152,4.893013422962615,41
2024,-2.945797821448359,6.507080603397972,8
