year,estimate,se
2004,-1.280166261511603,0.9371154449497501
2005,0.1914645498279306,0.913067767588592
2006,-0.7903135845221847,0.9355897133712575
2007,-0.45320797364250254,0.9192203877512455
2008,0.7163110450137964,0.9804841202313556
2009,0.2893801264027239,0.8622490697741115
2010,0.3102005202224052,0.9218737341755148
2011,0.04326034052477156,0.8206872186268284
2012,1.2447180943889584,0.8689133455169463
2013,0.24440198984964118,0.9760378458631036
2014,0.7569068333977453,0.9535722758507503
2015,-1.3208347624453893,0.8652175119506191
2016,2.252988778636649,0.9123211330409688
2017,0.31546167986660795,0.9527448429691993
2018,0.5795259612168662,0.8158186467693902
2019,1.0314448453868938,0.8969092136870425
2020,0.07519604220054667,0.8441744645445415
2021,0.4047039017458547,0.7598378353708625
2022,1.1981643581364894,0.79653887418056
2023,1.6865615451648897,0.743177467932578
2024,1.208119595071772,0.75407485602742
