cohort,estimate,se,states
2005,0.009221088653779661,0.023436352582746015,6
2010,0.053387935236585304,0.044152184415131975,34
2014,0.12723148424335542,0.036475831790338566,44
2018,0.09092304211061158,0.03696039544679302,36
2020,-0.03632403038078235,0.06555973771177985,53
2021,0.028550556515719992,0.06638447432396517,"11, 25"
2022,-0.09395924243605092,0.16243688766952022,9
2024,0.15012577656469442,0.06555632884013733,"41, 8"
