e,estimate,se
-10,0.003398838612816151,0.007888623677018569
-9,0.005659641579739035,0.008398685786066118
-8,-0.011356197915809552,0.008149623668756665
-7,-0.014245615406846202,0.008708948661597264
-6,0.007163625107052112,0.007755677498711374
-5,0.0056297855721951515,0.009331195404781438
-4,0.0027642443235301635,0.009519668399528005
-3,-0.013742592562578,0.008056687277453248
-2,-0.0007397737537964511,0.008212207384025576
-1,0.011890721339599047,0.008407911363305355
0,-0.006770673129069488,0.009523465852275955
1,-0.014192104322591907,0.009322762835690966
2,-0.019623979548948497,0.010098536229096684
3,3.577741296995205e-05,0.01026028390287586
4,-0.010248832671082796,0.01095959608414967
5,-0.02021078021514674,0.011166267795254736
6,-0.0007809392505565875,0.010897500305765685
7,-0.011076349023762052,0.012841338685401367
8,-0.030849146153025513,0.012360750118148342
9,-0.05735785400264991,0.013143509371118228
10,-0.024012396154706742,0.0131944799289383
