cohort,estimate,se,states
2004,-0.14501659238811979,1.1070369164963165,6
2009,-3.0621631550372364,2.4710872416363188,34
2014,5.252507864890219,5.31099455383785,44
2018,-2.5565612158245443,2.812527285835358,36
2020,-4.8978064018840355,3.4777282507517175,"11, 53"
2021,4.352233229961595,4.206574760447477,25
2022,-2.9621042350796665,4.916449970343005,9
2023,12.766862471433464,6.073949438446602,41
2024,-1.1120013274178753,6.433804553496196,8
