year,estimate,se
2014,-0.05234721089331251,0.21399845983501523
2015,-0.052487769619393276,0.19026869643595573
2016,0.06695094256820266,0.2203143939136477
2017,-0.04623078859940266,0.19026083699821392
2018,0.1145848534849357,0.15204093382613382
2019,0.07671298198313643,0.15401821818727052
2020,0.02781705232878869,0.11816530864164408
2021,-0.13245121082451028,0.09678636508300958
2022,-0.098667175937469,0.14060763544029117
2023,-0.03173362263619153,0.23581351401155048
2024,-0.16960426364577771,0.2712105775994518
