cohort,estimate,se,states
2004,0.0013953057203870305,0.01791883955715047,6
2009,-0.03426934899726414,0.029779118166832073,34
2014,-0.05564221564783984,0.04410176030431643,44
2018,0.018382754541687935,0.023838596799076725,36
2020,-0.027129496825585474,0.031083532809489754,"11, 53"
2021,-0.03815808941384166,0.03427216575009643,25
2022,-0.08511671845856295,0.05518336900005377,9
2023,0.011364344511809621,0.04821932718400831,41
2024,0.016777743346814478,0.05346948844947448,8
