year,estimate,se
2004,-0.4008895541415285,0.8640671506722608
2005,0.8443334923483512,0.8932619776610796
2006,1.6787054618062172,0.8846226082532389
2007,0.7270918993333808,0.8876455653424631
2008,-0.07259209005622225,0.8352434949252567
2009,-0.2390487478338492,0.7600860626601613
2010,-0.5878037093968775,0.7520449827367496
2011,-1.1906256402041464,0.8204689106276938
2012,-0.912106693880585,0.7506245923282203
2013,-0.685388751179714,0.7635272831751251
2014,-0.8098156095099212,0.8251046101884747
2015,-0.005520238158838261,0.7997331797001638
2016,-0.30520709784581296,0.7586154450186304
2017,-0.311622337085662,0.7760711244350907
2018,-0.05458635232314272,0.6630978597194701
2019,1.2082622136872236,0.6598456220212339
2020,0.3816427713822984,0.624726830805944
2021,0.6346372548874404,0.6333986862541544
2022,-0.23324170036051808,0.6046598471552704
2023,-0.6749031320378217,0.5901131297536515
2024,0.1415971150219033,0.5716931139231084
