cohort,estimate,se,states
2005,0.056479854987074904,0.03219911910777605,6
2010,-0.013519151035871854,0.03558813822818028,34
2014,-0.02020367132563894,0.09781720418133019,44
2018,0.008108116653005704,0.036207235965865336,36
2020,-0.07537477889515848,0.04630120259275762,53
2021,-0.023750655231287186,0.03685025808716307,"11, 25"
2022,-0.07442198753689278,0.03750192650428727,9
2024,-0.0005540884163326432,0.012140511576671295,"41, 8"
