e,estimate,se
-10,0.0016974173504311174,0.003974855079259608
-9,0.0016953627634211195,0.00428988587965583
-8,-0.006407483773227008,0.004212368574605288
-7,1.8217954977635627e-05,0.003737037630520856
-6,0.002504424522321868,0.0035900699947217125
-5,-0.0033587897984132344,0.0041598117972196785
-4,-0.0018908136844830697,0.0038913741578478706
-3,0.0034436161794543585,0.0032622972126804075
-2,-0.00046649482357510186,0.0034387815801841678
-1,-0.0030980997474695624,0.003136124081966312
0,0.00418170794967843,0.0038471341874664108
1,0.003314579852244228,0.0033540933888160317
2,0.0021930997046233475,0.003626886791370071
3,0.0004037060572459022,0.003700021995356513
4,-0.00035810671894113044,0.003382211153944601
5,0.0018279824074528552,0.0035905931075759824
6,0.006015107516321073,0.0035726774944070928
7,-0.001219201133879173,0.004711464427918503
8,0.009160332206391337,0.004908644520005643
9,0.00013040955709702802,0.0049606233236483355
10,0.007278712544777242,0.005477036240606417
