e,estimate,se
-6,-0.07169463463210768,0.1279206075205259
-5,0.1705305199268832,0.1196774795168485
-4,-0.058467389649208196,0.09824403265402586
-3,-0.003534556191889627,0.08241968253860091
-2,0.04232096368572394,0.06602257084383739
-1,-0.04554355580267621,0.05909835033145204
0,0.07477214029853851,0.062478609584284354
1,0.03761853661312533,0.07194747789636886
2,0.03973143851547357,0.0761492363674015
3,-0.04993603628187618,0.05752512261458703
4,0.10476035304619587,0.09232792912216264
5,0.03332778049556299,0.12046049322285003
6,-0.022956620924803852,0.11638252806431879
