year,estimate,se
2004,-3.978328208601983,1.583807062224854
2005,0.3541612857245404,1.622454070436546
2006,-0.48624996090300954,1.6066292402942237
2007,-0.5447232158924784,1.6013989021239956
2008,-0.187925503208195,1.4777444825485782
2009,-0.0811827514772178,1.3165897901502175
2010,-0.07002395198643759,1.431294377277757
2011,0.23686107542757104,1.3186345080359505
2012,2.6277924193832574,1.2683829583593615
2013,0.7781603271979518,1.6005927399835393
2014,0.17538469954976693,1.4511370800214214
2015,-1.2757962791876898,1.5733207155947986
2016,2.331931701636411,1.4043949805905036
2017,0.16051746041245,1.5864074495371348
2018,0.634975718175081,1.255323575613072
2019,-0.2164699511654813,1.3868422673408656
2020,-0.011453111227628104,1.1591848884308373
2021,0.5138776388125159,1.2850694260766196
2022,2.09883509915347,1.2419640072199725
2023,1.897821665213223,1.1993033841756346
2024,0.5715836019580753,1.1746546134480496
