year,estimate,se
2014,-0.7569332590685267,0.4714766119260804
2015,-0.5327971385747587,0.43782833529058013
2016,-0.2098643104694822,0.443374113551723
2017,-0.38577698165633345,0.43834833529045353
2018,-0.16390497507089188,0.14114168973101351
2019,-0.12871887620776684,0.15169125711013268
2020,-0.10177230991984097,0.1150573239492989
2021,-0.23428172864322627,0.09928910577168049
2022,-0.16215615611224357,0.12140960057154217
2023,-0.19813924528085872,0.20391922460068165
2024,-0.6271327964643156,0.2194206434657331
