e,estimate,se
-6,0.0032888521552078376,0.1585230583328051
-5,0.0176133648352827,0.1489890901304272
-4,-0.058268290936630864,0.14121388228830262
-3,0.00038170993404526023,0.1022214544270958
-2,-0.01922114927992265,0.09525345415794621
-1,0.05243430294258514,0.09025455223768962
0,0.04246825096311653,0.08630624595209191
1,-0.012840250346153647,0.09975307349054655
2,-0.05084226048404274,0.10196470560259574
3,-0.07890117594558826,0.10521150341360952
4,-0.23168796143520673,0.1499269292212744
5,-0.11072419309957363,0.30016082640802294
6,-0.7779927008757129,0.2572204229542014
